symbol,quantity,price,trade_type,timestamp,strike,expiry,option_type,implied_vol
SPY,46.69253900747365,499.510009765625,stock,2024-02-16,,,,
SPY,43.599849230562924,496.760009765625,stock,2024-02-20,,,,
SPY,1.0,0.10500000000000001,option,2024-02-20,515.0,2024-02-29,call,0.1896810225747239
SPY,-11.915538434919354,496.760009765625,stock,2024-02-20,,,,
SPY,1.0,0.11499999999999999,option,2024-02-20,516.0,2024-03-01,call,0.19096266323387967
SPY,-12.118865166183019,496.760009765625,stock,2024-02-20,,,,
SPY,1.0,0.10500000000000001,option,2024-02-20,481.0,2024-02-23,put,0.2219832074102132
SPY,5.2593356023762805,496.760009765625,stock,2024-02-20,,,,
SPY,-1.2473039037449842,496.760009765625,stock,2024-02-20,,,,
SPY,5.557218761557552,497.2099914550781,stock,2024-02-21,,,,
SPY,1.0,0.125,option,2024-02-21,481.0,2024-02-26,put,0.20458542238174068
SPY,7.961872392746061,497.2099914550781,stock,2024-02-21,,,,
SPY,1.0,0.10500000000000001,option,2024-02-21,479.0,2024-02-26,put,0.21043855162723243
SPY,6.198334502266856,497.2099914550781,stock,2024-02-21,,,,
SPY,-0.48741267055607107,497.2099914550781,stock,2024-02-21,,,,
SPY,-93.03266640654455,507.5,stock,2024-02-22,,,,
SPY,23.847105988785575,507.8500061035156,stock,2024-02-23,,,,
SPY,44.332194250422404,505.989990234375,stock,2024-02-26,,,,
SPY,6.497013721785862,506.92999267578125,stock,2024-02-27,,,,
SPY,1.0,0.11499999999999999,option,2024-02-27,491.0,2024-03-04,put,0.1667165852284965
SPY,6.427983742899402,506.92999267578125,stock,2024-02-27,,,,
SPY,-0.3077879285630605,506.92999267578125,stock,2024-02-27,,,,
SPY,22.857225640519694,506.260009765625,stock,2024-02-28,,,,
SPY,1.0,0.11499999999999999,option,2024-02-28,529.0,2024-03-15,call,0.1942807037268914
SPY,-14.956711784335502,506.260009765625,stock,2024-02-28,,,,
SPY,1.0,0.10500000000000001,option,2024-02-28,524.0,2024-03-11,call,0.18270433753891704
SPY,-15.787352892342815,506.260009765625,stock,2024-02-28,,,,
SPY,1.0,0.11499999999999999,option,2024-02-28,481.0,2024-03-06,put,0.22508098098581825
SPY,4.746594285338201,506.260009765625,stock,2024-02-28,,,,
SPY,-1.8092738688152128,506.260009765625,stock,2024-02-28,,,,
SPY,3.053311657683362,508.0799865722656,stock,2024-02-29,,,,
SPY,1.0,0.11499999999999999,option,2024-02-29,492.0,2024-03-06,put,0.19587344776516066
SPY,9.573406027924825,508.0799865722656,stock,2024-02-29,,,,
SPY,-0.3536769053228319,508.0799865722656,stock,2024-02-29,,,,
SPY,-13.463311567105093,512.8499755859375,stock,2024-03-01,,,,
SPY,6.12220775153423,512.2999877929688,stock,2024-03-04,,,,
SPY,1.0,0.10500000000000001,option,2024-03-04,493.0,2024-03-11,put,0.19165252738900357
SPY,7.016197741717656,512.2999877929688,stock,2024-03-04,,,,
SPY,-0.30790593693571733,512.2999877929688,stock,2024-03-04,,,,
SPY,23.925083751001857,507.17999267578125,stock,2024-03-05,,,,
SPY,1.0,0.10500000000000001,option,2024-03-05,530.0,2024-03-19,call,0.20700650840430201
SPY,-14.769209260476046,507.17999267578125,stock,2024-03-05,,,,
SPY,1.0,0.11499999999999999,option,2024-03-05,528.0,2024-03-15,call,0.21463430016814927
SPY,-13.583696555725927,507.17999267578125,stock,2024-03-05,,,,
SPY,1.0,0.10500000000000001,option,2024-03-05,525.0,2024-03-12,call,0.21493871300810377
SPY,-12.874036709228392,507.17999267578125,stock,2024-03-05,,,,
SPY,-1.7067677228639404,507.17999267578125,stock,2024-03-05,,,,
SPY,-14.949792853415435,509.75,stock,2024-03-06,,,,
SPY,-39.995159120431126,514.8099975585938,stock,2024-03-07,,,,
SPY,40.020017698293564,511.7200012207031,stock,2024-03-08,,,,
SPY,38.42346692011055,511.2799987792969,stock,2024-03-11,,,,
SPY,1.0,0.11499999999999999,option,2024-03-11,534.0,2024-03-22,call,0.20190824474790683
SPY,-11.396613198141347,511.2799987792969,stock,2024-03-11,,,,
SPY,1.0,0.10500000000000001,option,2024-03-11,525.0,2024-03-14,call,0.2007574795474434
SPY,-7.538562418951986,511.2799987792969,stock,2024-03-11,,,,
SPY,-0.7564286677302361,511.2799987792969,stock,2024-03-11,,,,
SPY,-30.112257298796003,516.780029296875,stock,2024-03-12,,,,
SPY,27.94530217066031,515.969970703125,stock,2024-03-13,,,,
SPY,22.572185657649854,514.9500122070312,stock,2024-03-14,,,,
SPY,1.0,0.175,option,2024-03-14,540.0,2024-04-05,call,0.2100034416085211
SPY,-19.15689658139856,514.9500122070312,stock,2024-03-14,,,,
SPY,-1.0494100503478307,514.9500122070312,stock,2024-03-14,,,,
SPY,22.894475921972827,509.8299865722656,stock,2024-03-15,,,,
SPY,1.0,0.11499999999999999,option,2024-03-15,530.0,2024-03-27,call,0.21025407477220737
SPY,-16.318851833990927,509.8299865722656,stock,2024-03-15,,,,
SPY,1.0,0.10500000000000001,option,2024-03-15,488.0,2024-03-21,put,0.23701961458635556
SPY,7.131321771198273,509.8299865722656,stock,2024-03-15,,,,
SPY,-0.9331552177896336,509.8299865722656,stock,2024-03-15,,,,
SPY,-0.7550113423666822,512.8599853515625,stock,2024-03-18,,,,
SPY,1.0,0.10500000000000001,option,2024-03-18,527.0,2024-03-22,call,0.21077374468047325
SPY,-11.28210412748753,512.8599853515625,stock,2024-03-18,,,,
SPY,-0.31093851179759824,512.8599853515625,stock,2024-03-18,,,,
SPY,-7.971142735970579,515.7100219726562,stock,2024-03-19,,,,
SPY,-22.785896597942322,520.47998046875,stock,2024-03-20,,,,
SPY,0.07094307955179602,522.2000122070312,stock,2024-03-21,,,,
SPY,29.493726331994278,521.2100219726562,stock,2024-03-22,,,,
SPY,20.373889296604077,519.77001953125,stock,2024-03-25,,,,
SPY,1.0,0.125,option,2024-03-25,545.0,2024-04-12,call,0.20153949574224067
SPY,-15.513654008110784,519.77001953125,stock,2024-03-25,,,,
SPY,-0.8606248389409537,519.77001953125,stock,2024-03-25,,,,
SPY,12.55295662140695,518.8099975585938,stock,2024-03-26,,,,
SPY,1.0,0.11499999999999999,option,2024-03-26,498.0,2024-04-03,put,0.21252845088575142
SPY,9.163504023994307,518.8099975585938,stock,2024-03-26,,,,
SPY,-0.36343998330387883,518.8099975585938,stock,2024-03-26,,,,
SPY,-10.389555988245892,523.1699829101562,stock,2024-03-27,,,,
SPY,1.0,0.10500000000000001,option,2024-03-27,497.5,2024-04-05,put,0.236192950481376
SPY,8.251650577885872,523.1699829101562,stock,2024-03-27,,,,
SPY,-0.32047087839978516,523.1699829101562,stock,2024-03-27,,,,
SPY,0.72697877095111,523.0700073242188,stock,2024-03-28,,,,
SPY,1.0,0.10500000000000001,option,2024-03-28,509.0,2024-04-04,put,0.19180921109260618
SPY,14.588483850376587,523.0700073242188,stock,2024-03-28,,,,
SPY,-0.5227966533959947,523.0700073242188,stock,2024-03-28,,,,
SPY,-0.07138662389456218,522.1599731445312,stock,2024-04-01,,,,
SPY,1.0,0.545,option,2024-04-01,545.0,2024-04-30,call,0.2159250184023614
SPY,-25.885839479290564,522.1599731445312,stock,2024-04-01,,,,
SPY,-1.377743123512925,522.1599731445312,stock,2024-04-01,,,,
SPY,14.822502113904257,518.8400268554688,stock,2024-04-02,,,,
SPY,1.0,0.10500000000000001,option,2024-04-02,499.0,2024-04-08,put,0.21815222801342207
SPY,7.784361645410575,518.8400268554688,stock,2024-04-02,,,,
SPY,1.0,0.10500000000000001,option,2024-04-02,498.0,2024-04-08,put,0.2239299394041376
SPY,7.301509496292757,518.8400268554688,stock,2024-04-02,,,,
SPY,1.0,0.11499999999999999,option,2024-04-02,504.0,2024-04-05,put,0.20716300049726072
SPY,5.89958388633447,518.8400268554688,stock,2024-04-02,,,,
SPY,-0.686529889979882,518.8400268554688,stock,2024-04-02,,,,
SPY,-13.777073200518823,519.4099731445312,stock,2024-04-03,,,,
SPY,1.0,0.38,option,2024-04-03,545.0,2024-04-30,call,0.19987272971619657
SPY,-20.318889637221215,519.4099731445312,stock,2024-04-03,,,,
SPY,-3.1367597486221133,519.4099731445312,stock,2024-04-03,,,,
SPY,28.377542024292485,513.0700073242188,stock,2024-04-04,,,,
SPY,1.0,0.5700000000000001,option,2024-04-04,538.0,2024-04-30,call,0.1824854334710981
SPY,-17.863906979451453,513.0700073242188,stock,2024-04-04,,,,
SPY,1.0,0.165,option,2024-04-04,488.0,2024-04-09,put,0.29504395481992673
SPY,6.998182432434696,513.0700073242188,stock,2024-04-04,,,,
SPY,-1.4186495730231474,513.0700073242188,stock,2024-04-04,,,,
SPY,-41.511334609277064,518.4299926757812,stock,2024-04-05,,,,
SPY,0.45935812004355414,518.719970703125,stock,2024-04-08,,,,
SPY,0.535588670291272,519.3200073242188,stock,2024-04-09,,,,
SPY,18.892693217670782,514.1199951171875,stock,2024-04-10,,,,
SPY,-9.770891880263754,518.0,stock,2024-04-11,,,,
SPY,22.676655217490847,510.8500061035156,stock,2024-04-12,,,,
SPY,1.0,0.175,option,2024-04-12,535.0,2024-04-26,call,0.19713686177741008
SPY,-12.359386356240554,510.8500061035156,stock,2024-04-12,,,,
SPY,-0.6675555544451566,510.8500061035156,stock,2024-04-12,,,,
SPY,26.292006092774297,504.45001220703125,stock,2024-04-15,,,,
SPY,1.0,0.305,option,2024-04-15,529.0,2024-04-30,call,0.19482326684602713
SPY,-12.248986198491341,504.45001220703125,stock,2024-04-15,,,,
SPY,1.0,0.36,option,2024-04-15,528.0,2024-04-30,call,0.19108712107049708
SPY,-12.771043156986462,504.45001220703125,stock,2024-04-15,,,,
SPY,1.0,0.11499999999999999,option,2024-04-15,528.0,2024-04-23,call,0.1826279362649894
SPY,-4.867527851410148,504.45001220703125,stock,2024-04-15,,,,
SPY,-1.699870569988045,504.45001220703125,stock,2024-04-15,,,,
SPY,9.684373343190517,503.5299987792969,stock,2024-04-16,,,,
SPY,1.0,0.10500000000000001,option,2024-04-16,520.0,2024-04-19,call,0.2329563643613316
SPY,-6.608360962669224,503.5299987792969,stock,2024-04-16,,,,
SPY,-0.16312513212912716,503.5299987792969,stock,2024-04-16,,,,
SPY,20.8764416975447,500.54998779296875,stock,2024-04-17,,,,
SPY,1.0,0.14500000000000002,option,2024-04-17,525.0,2024-04-29,call,0.22965144475282517
SPY,-13.378108786426063,500.54998779296875,stock,2024-04-17,,,,
SPY,1.0,0.11499999999999999,option,2024-04-17,525.0,2024-04-26,call,0.24095200476810325
SPY,-10.962808587174594,500.54998779296875,stock,2024-04-17,,,,
SPY,-0.961029275535445,500.54998779296875,stock,2024-04-17,,,,
SPY,12.680195408537314,499.5199890136719,stock,2024-04-18,,,,
SPY,19.733752523522433,495.1600036621094,stock,2024-04-19,,,,
SPY,1.0,0.11499999999999999,option,2024-04-19,519.0,2024-04-30,call,0.22174774562014227
SPY,-11.768978266908558,495.1600036621094,stock,2024-04-19,,,,
SPY,-0.5088332716535149,495.1600036621094,stock,2024-04-19,,,,
SPY,1.8994896392631162,499.7200012207031,stock,2024-04-22,,,,
SPY,-20.083329350878767,505.6499938964844,stock,2024-04-23,,,,
SPY,11.86975120080826,505.4100036621094,stock,2024-04-24,,,,
SPY,1.0,0.11499999999999999,option,2024-04-24,487.0,2024-04-29,put,0.21950390090869076
SPY,7.107600792706014,505.4100036621094,stock,2024-04-24,,,,
SPY,-0.23279315196224193,505.4100036621094,stock,2024-04-24,,,,
SPY,16.69780740961847,503.489990234375,stock,2024-04-25,,,,
SPY,-16.066727398283998,508.260009765625,stock,2024-04-26,,,,
SPY,1.0,0.10500000000000001,option,2024-04-26,532.0,2024-05-10,call,0.22160482434866152
SPY,-15.565946951924275,508.260009765625,stock,2024-04-26,,,,
SPY,-0.6937142348737808,508.260009765625,stock,2024-04-26,,,,
SPY,24.68443662871322,510.05999755859375,stock,2024-04-29,,,,
SPY,1.0,0.11499999999999999,option,2024-04-29,531.0,2024-05-10,call,0.21467977515470485
SPY,-14.806761838428233,510.05999755859375,stock,2024-04-29,,,,
SPY,1.0,0.11499999999999999,option,2024-04-29,485.0,2024-05-06,put,0.24663804118237007
SPY,6.638033582607661,510.05999755859375,stock,2024-04-29,,,,
SPY,-0.8459589914030374,510.05999755859375,stock,2024-04-29,,,,
SPY,31.232367728424006,501.9800109863281,stock,2024-04-30,,,,
SPY,1.0,0.26,option,2024-04-30,527.0,2024-05-17,call,0.20448073999767813
SPY,-14.479094052500946,501.9800109863281,stock,2024-04-30,,,,
SPY,1.0,0.305,option,2024-04-30,526.0,2024-05-17,call,0.19945263396749974
SPY,-14.854106540551154,501.9800109863281,stock,2024-04-30,,,,
SPY,1.0,0.21000000000000002,option,2024-04-30,522.0,2024-05-10,call,0.20303585514980182
SPY,-12.911886743779815,501.9800109863281,stock,2024-04-30,,,,
SPY,1.0,0.11499999999999999,option,2024-04-30,483.0,2024-05-03,put,0.25929828928666177
SPY,4.862336239816134,501.9800109863281,stock,2024-04-30,,,,
SPY,-2.300941412855652,501.9800109863281,stock,2024-04-30,,,,
SPY,10.988939915895438,500.3500061035156,stock,2024-05-01,,,,
SPY,1.0,0.10500000000000001,option,2024-05-01,523.0,2024-05-13,call,0.20941663610883318
SPY,-12.930695421749688,500.3500061035156,stock,2024-05-01,,,,
SPY,1.0,0.125,option,2024-05-01,480.0,2024-05-07,put,0.2368085569562587
SPY,8.17225349262376,500.3500061035156,stock,2024-05-01,,,,
SPY,-0.8651132885321644,500.3500061035156,stock,2024-05-01,,,,
SPY,-37.60889481384159,505.0299987792969,stock,2024-05-02,,,,
SPY,-51.06470308469405,511.2900085449219,stock,2024-05-03,,,,
SPY,-30.668962373739337,516.5700073242188,stock,2024-05-06,,,,
SPY,5.364589860755544,517.1400146484375,stock,2024-05-07,,,,
SPY,15.459771381352326,517.1900024414062,stock,2024-05-08,,,,
SPY,-25.557209237419407,520.1699829101562,stock,2024-05-09,,,,
SPY,41.91072961356297,520.8400268554688,stock,2024-05-10,,,,
SPY,52.21715802284388,520.9099731445312,stock,2024-05-13,,,,
SPY,-12.36616380691116,523.2999877929688,stock,2024-05-14,,,,
SPY,-57.67771364226972,529.780029296875,stock,2024-05-15,,,,
SPY,2.260862140392703,528.6900024414062,stock,2024-05-16,,,,
SPY,131.8854977292089,529.4500122070312,stock,2024-05-17,,,,
SPY,1.0,0.10500000000000001,option,2024-05-17,543.0,2024-05-29,call,0.16592234634120057
SPY,-21.096549845316364,529.4500122070312,stock,2024-05-17,,,,
SPY,1.0,0.10500000000000001,option,2024-05-17,514.0,2024-05-24,put,0.15653408129653879
SPY,8.155148454100381,529.4500122070312,stock,2024-05-17,,,,
SPY,-1.4614192459427855,529.4500122070312,stock,2024-05-17,,,,
SPY,-2.263205642531702,530.0599975585938,stock,2024-05-20,,,,
SPY,1.0,0.235,option,2024-05-20,555.0,2024-06-14,call,0.15694888533070903
SPY,-14.333249343051607,530.0599975585938,stock,2024-05-20,,,,
SPY,-1.2570610319414381,530.0599975585938,stock,2024-05-20,,,,
SPY,-3.85263264082867,531.3599853515625,stock,2024-05-21,,,,
SPY,6.835933420824233,529.8300170898438,stock,2024-05-22,,,,
SPY,12.327479970949092,525.9600219726562,stock,2024-05-23,,,,
SPY,1.0,0.10500000000000001,option,2024-05-23,545.0,2024-06-07,call,0.1633691492320086
SPY,-15.095066590320439,525.9600219726562,stock,2024-05-23,,,,
SPY,-0.9624160790613701,525.9600219726562,stock,2024-05-23,,,,
SPY,-10.325527946095288,529.4400024414062,stock,2024-05-24,,,,
SPY,16.706020603753213,529.8099975585938,stock,2024-05-28,,,,
SPY,10.98890653607776,526.0999755859375,stock,2024-05-29,,,,
SPY,1.0,0.11499999999999999,option,2024-05-29,552.0,2024-06-21,call,0.17538183486135953
SPY,-14.895314303867474,526.0999755859375,stock,2024-05-29,,,,
SPY,-1.1056978122458538,526.0999755859375,stock,2024-05-29,,,,
SPY,11.406435843685964,522.6099853515625,stock,2024-05-30,,,,
SPY,1.0,0.25,option,2024-05-30,548.0,2024-06-28,call,0.1384669370911451
SPY,-12.39956210375978,522.6099853515625,stock,2024-05-30,,,,
SPY,-1.4054024526906943,522.6099853515625,stock,2024-05-30,,,,
SPY,-14.868091403461467,527.3699951171875,stock,2024-05-31,,,,
SPY,9.507965552700163,527.7999877929688,stock,2024-06-03,,,,
SPY,1.6783662159589205,528.3900146484375,stock,2024-06-04,,,,
SPY,-24.767785766731997,534.6699829101562,stock,2024-06-05,,,,
SPY,7.50325561204092,534.6599731445312,stock,2024-06-06,,,,
SPY,6.8750584191076385,534.010009765625,stock,2024-06-07,,,,
SPY,2.4411308024465264,535.6599731445312,stock,2024-06-10,,,,
SPY,-2.0977663364432786,536.9500122070312,stock,2024-06-11,,,,
SPY,-17.08258267277839,541.3599853515625,stock,2024-06-12,,,,
SPY,-1.6584545827390116,542.4500122070312,stock,2024-06-13,,,,
SPY,0.8530635281324876,542.780029296875,stock,2024-06-14,,,,
SPY,-17.534402672160944,547.0999755859375,stock,2024-06-17,,,,
SPY,-7.027787648643127,548.489990234375,stock,2024-06-18,,,,
SPY,24.551380448215717,547.0,stock,2024-06-20,,,,
SPY,26.357101093974244,544.510009765625,stock,2024-06-21,,,,
SPY,12.498419078466803,542.739990234375,stock,2024-06-24,,,,
SPY,-6.8590543580709635,544.8300170898438,stock,2024-06-25,,,,
SPY,-0.38179502960514355,545.510009765625,stock,2024-06-26,,,,
SPY,-0.8687654934676274,546.3699951171875,stock,2024-06-27,,,,
SPY,34.913925421321345,544.219970703125,stock,2024-06-28,,,,
SPY,1.0,0.125,option,2024-06-28,570.0,2024-07-19,call,0.19851291133338073
SPY,-17.773535735299816,544.219970703125,stock,2024-06-28,,,,
SPY,1.0,0.135,option,2024-06-28,520.0,2024-07-09,put,0.16754949825838533
SPY,5.4753935603394925,544.219970703125,stock,2024-06-28,,,,
SPY,-1.3879991175761894,544.219970703125,stock,2024-06-28,,,,
