,symbol,quantity,price,trade_type,timestamp,strike,expiry,option_type,implied_vol
63,SPY,-7.330166249226123,412.20001220703125,stock,2023-04-21,,,,
64,SPY,-1.0,2.315,option,2023-04-21,396.0,2023-05-19,put,0.14514897713929664
65,SPY,-14.557717390306191,412.20001220703125,stock,2023-04-21,,,,
66,SPY,-1.0,5.05,option,2023-04-21,396.0,2023-06-16,put,0.14514897713929664
67,SPY,-21.546069035041427,412.20001220703125,stock,2023-04-21,,,,
68,SPY,51.46421675342266,412.20001220703125,stock,2023-04-24,,,,
69,SPY,-83.85997463993023,412.6300048828125,stock,2023-04-25,,,,
70,SPY,73.71097626770435,406.0799865722656,stock,2023-04-26,,,,
71,SPY,-26.541483175297543,404.3599853515625,stock,2023-04-27,,,,
72,SPY,37.74990792926748,412.4100036621094,stock,2023-04-28,,,,
73,SPY,-35.869524237236504,415.92999267578125,stock,2023-05-01,,,,
74,SPY,25.872656145475425,415.510009765625,stock,2023-05-02,,,,
75,SPY,-33.455913458375534,410.8399963378906,stock,2023-05-03,,,,
76,SPY,23.87862442077753,408.0199890136719,stock,2023-05-04,,,,
77,SPY,0.41466085779727635,405.1300048828125,stock,2023-05-05,,,,
78,SPY,-1.0,0.995,option,2023-05-05,396.0,2023-05-19,put,0.12479583824998278
79,SPY,-4.210798071381561,412.6300048828125,stock,2023-05-05,,,,
80,SPY,-1.0,2.425,option,2023-05-05,396.0,2023-06-02,put,0.12479583824998278
81,SPY,-10.531803858132394,412.6300048828125,stock,2023-05-05,,,,
82,SPY,19.328047293798058,412.6300048828125,stock,2023-05-08,,,,
83,SPY,-1.0,0.665,option,2023-05-08,396.0,2023-05-19,put,0.13399448796311794
84,SPY,-3.457287264434028,412.739990234375,stock,2023-05-08,,,,
85,SPY,-23.817225723879822,412.739990234375,stock,2023-05-09,,,,
86,SPY,36.52684597749282,410.92999267578125,stock,2023-05-10,,,,
87,SPY,-1.0,2.4000000000000004,option,2023-05-10,396.0,2023-06-09,put,0.13470333355715083
88,SPY,-12.69552405563308,412.8500061035156,stock,2023-05-10,,,,
89,SPY,-23.753358507661446,412.8500061035156,stock,2023-05-11,,,,
90,SPY,23.76775834420453,412.1300048828125,stock,2023-05-12,,,,
91,SPY,-9.107827162260683,411.5899963378906,stock,2023-05-15,,,,
92,SPY,-0.3344079803133937,413.010009765625,stock,2023-05-16,,,,
93,SPY,19.185612585665684,410.25,stock,2023-05-17,,,,
94,SPY,-10.314960615747129,415.2300109863281,stock,2023-05-18,,,,
95,SPY,10.110903507272896,419.2300109863281,stock,2023-05-19,,,,
96,SPY,-1.0,0.785,option,2023-05-19,402.0,2023-06-02,put,0.12941254447106082
97,SPY,-5.036393918915083,418.6199951171875,stock,2023-05-19,,,,
98,SPY,-0.4053906279498767,418.6199951171875,stock,2023-05-22,,,,
99,SPY,-11.333502368078527,418.7900085449219,stock,2023-05-23,,,,
100,SPY,-0.571400877825603,414.0899963378906,stock,2023-05-24,,,,
101,SPY,18.550798812307704,411.0899963378906,stock,2023-05-25,,,,
102,SPY,-6.821364609189565,414.6499938964844,stock,2023-05-26,,,,
103,SPY,8.855885792454867,420.0199890136719,stock,2023-05-29,,,,
104,SPY,-8.281040022687625,420.0199890136719,stock,2023-05-30,,,,
105,SPY,7.3530391212642705,420.17999267578125,stock,2023-05-31,,,,
106,SPY,-5.0772315420406375,417.8500061035156,stock,2023-06-01,,,,
107,SPY,6.164555596677177,421.82000732421875,stock,2023-06-02,,,,
108,SPY,-1.0,0.685,option,2023-06-02,411.0,2023-06-16,put,0.1395342222265804
109,SPY,-6.450442332477502,427.9200134277344,stock,2023-06-02,,,,
110,SPY,1.0,0.605,option,2023-06-02,445.0,2023-06-30,call,0.1395342222265804
111,SPY,-17.012089984977386,427.9200134277344,stock,2023-06-02,,,,
112,SPY,20.445608714683374,427.9200134277344,stock,2023-06-05,,,,
113,SPY,-19.7908523416025,427.1000061035156,stock,2023-06-06,,,,
114,SPY,22.172307981078895,428.0299987792969,stock,2023-06-07,,,,
115,SPY,-23.239188271137238,426.54998779296875,stock,2023-06-08,,,,
116,SPY,23.288266982485574,429.1300048828125,stock,2023-06-09,,,,
117,SPY,-1.0,0.555,option,2023-06-09,412.5,2023-06-23,put,0.12467317051568838
118,SPY,-4.1304100702109325,429.8999938964844,stock,2023-06-09,,,,
119,SPY,-20.68444139986169,429.8999938964844,stock,2023-06-12,,,,
120,SPY,15.001878944475976,433.79998779296875,stock,2023-06-13,,,,
121,SPY,-15.526990162449575,436.6600036621094,stock,2023-06-14,,,,
122,SPY,0.05622579504380809,437.17999267578125,stock,2023-06-15,,,,
123,SPY,10.381432641324727,442.6000061035156,stock,2023-06-16,,,,
124,SPY,-1.0,0.345,option,2023-06-16,422.0,2023-06-30,put,0.11595293964818376
125,SPY,-3.3596194164413618,439.4599914550781,stock,2023-06-16,,,,
126,SPY,-1.0,1.14,option,2023-06-16,422.0,2023-07-14,put,0.11595293964818376
127,SPY,-9.238790116237539,439.4599914550781,stock,2023-06-16,,,,
128,SPY,8.407901822201996,439.4599914550781,stock,2023-06-19,,,,
129,SPY,-3.019599690284732,439.4599914550781,stock,2023-06-20,,,,
130,SPY,6.649734547992724,437.17999267578125,stock,2023-06-21,,,,
131,SPY,-4.649086920300773,434.94000244140625,stock,2023-06-22,,,,
132,SPY,7.455967802119211,436.510009765625,stock,2023-06-23,,,,
133,SPY,-1.0,0.385,option,2023-06-23,416.0,2023-07-07,put,0.11209577675417742
134,SPY,-2.9217862024174535,433.2099914550781,stock,2023-06-23,,,,
135,SPY,2.3923194986597593,433.2099914550781,stock,2023-06-26,,,,
136,SPY,7.357907323220113,431.44000244140625,stock,2023-06-27,,,,
137,SPY,-3.355469365280796,436.1700134277344,stock,2023-06-28,,,,
138,SPY,7.330329833087685,436.3900146484375,stock,2023-06-29,,,,
139,SPY,-2.2170377342615537,438.1099853515625,stock,2023-06-30,,,,
140,SPY,-1.0,0.365,option,2023-06-30,426.0,2023-07-14,put,0.11248355342601948
141,SPY,-3.2100254470771805,443.2799987792969,stock,2023-06-30,,,,
142,SPY,-1.0,1.255,option,2023-06-30,426.0,2023-07-28,put,0.11248355342601948
143,SPY,-8.9941669811341,443.2799987792969,stock,2023-06-30,,,,
144,SPY,19.500893366754035,443.2799987792969,stock,2023-07-03,,,,
145,SPY,-18.867914386661816,443.7900085449219,stock,2023-07-05,,,,
146,SPY,13.224860663479324,443.1300048828125,stock,2023-07-06,,,,
147,SPY,-14.731739412849569,439.6600036621094,stock,2023-07-07,,,,
148,SPY,-1.0,0.485,option,2023-07-07,421.0,2023-07-21,put,0.11074175758026315
149,SPY,-2.68476326532342,438.54998779296875,stock,2023-07-07,,,,
150,SPY,25.241509311538206,438.54998779296875,stock,2023-07-10,,,,
151,SPY,-20.528960681193524,439.6600036621094,stock,2023-07-11,,,,
152,SPY,23.48824311280157,442.4599914550781,stock,2023-07-12,,,,
153,SPY,-22.16590417564875,446.0199890136719,stock,2023-07-13,,,,
154,SPY,22.258408693721748,449.55999755859375,stock,2023-07-14,,,,
155,SPY,-1.0,0.445,option,2023-07-14,431.0,2023-07-28,put,0.10208292758836258
156,SPY,-1.6750009475983596,449.2799987792969,stock,2023-07-14,,,,
157,SPY,-1.0,1.205,option,2023-07-14,431.0,2023-08-11,put,0.10208292758836258
158,SPY,-6.2080947165846005,449.2799987792969,stock,2023-07-14,,,,
159,SPY,-9.802914284746691,449.2799987792969,stock,2023-07-17,,,,
160,SPY,12.025611970797915,450.8399963378906,stock,2023-07-18,,,,
161,SPY,-11.524401936917021,454.19000244140625,stock,2023-07-19,,,,
162,SPY,10.630069731915963,455.20001220703125,stock,2023-07-20,,,,
163,SPY,-10.396847188677242,452.17999267578125,stock,2023-07-21,,,,
164,SPY,-1.0,0.435,option,2023-07-21,434.0,2023-08-04,put,0.09606830692798067
165,SPY,-1.2833060902474713,452.17999267578125,stock,2023-07-21,,,,
166,SPY,13.834036322519687,452.17999267578125,stock,2023-07-24,,,,
167,SPY,-13.383401810929023,454.20001220703125,stock,2023-07-25,,,,
168,SPY,13.514362540560024,455.44000244140625,stock,2023-07-26,,,,
169,SPY,-13.934565937664193,455.510009765625,stock,2023-07-27,,,,
170,SPY,14.617587050204488,452.489990234375,stock,2023-07-28,,,,
171,SPY,-1.0,0.385,option,2023-07-28,439.0,2023-08-11,put,0.09523991998486656
172,SPY,-1.40667648504621,456.9200134277344,stock,2023-07-28,,,,
173,SPY,-1.0,1.255,option,2023-07-28,439.0,2023-08-25,put,0.09523991998486656
174,SPY,-5.613504678962511,456.9200134277344,stock,2023-07-28,,,,
175,SPY,-4.193094336416641,456.9200134277344,stock,2023-07-31,,,,
176,SPY,3.4276287008363653,457.7900085449219,stock,2023-08-01,,,,
177,SPY,-14.5772663212216,456.4800109863281,stock,2023-08-02,,,,
178,SPY,11.44469316549906,450.1300048828125,stock,2023-08-03,,,,
179,SPY,-18.860621457808474,448.8399963378906,stock,2023-08-04,,,,
180,SPY,-1.0,0.925,option,2023-08-04,429.0,2023-08-18,put,0.09786787172015624
181,SPY,-1.4935173484507125,446.80999755859375,stock,2023-08-04,,,,
182,SPY,39.164464692258996,446.80999755859375,stock,2023-08-07,,,,
183,SPY,-42.48199791390371,450.7099914550781,stock,2023-08-08,,,,
184,SPY,34.20171444337902,448.75,stock,2023-08-09,,,,
185,SPY,-31.687441128100872,445.75,stock,2023-08-10,,,,
186,SPY,31.68276040264164,445.9100036621094,stock,2023-08-11,,,,
187,SPY,-1.0,0.705,option,2023-08-11,428.0,2023-08-25,put,0.0963497895251405
188,SPY,-1.420288807226222,445.6499938964844,stock,2023-08-11,,,,
189,SPY,-1.0,1.74,option,2023-08-11,428.0,2023-09-08,put,0.0963497895251405
190,SPY,-5.6467411885696155,445.6499938964844,stock,2023-08-11,,,,
191,SPY,-11.10242427170581,445.6499938964844,stock,2023-08-14,,,,
192,SPY,-10.32566869782146,448.1099853515625,stock,2023-08-15,,,,
193,SPY,-12.62382588360056,442.8900146484375,stock,2023-08-16,,,,
194,SPY,-19.710678440652345,439.6400146484375,stock,2023-08-17,,,,
195,SPY,22.286572985790663,436.2900085449219,stock,2023-08-18,,,,
196,SPY,-1.0,0.945,option,2023-08-18,419.0,2023-09-01,put,0.10006805557881951
197,SPY,-1.63081909339865,436.5,stock,2023-08-18,,,,
198,SPY,12.827274525425942,436.5,stock,2023-08-21,,,,
199,SPY,-26.775071813187708,439.3399963378906,stock,2023-08-22,,,,
200,SPY,82.2077233665162,438.1499938964844,stock,2023-08-23,,,,
201,SPY,-164.5908531898341,443.0299987792969,stock,2023-08-24,,,,
202,SPY,253.57344900462834,436.8900146484375,stock,2023-08-25,,,,
203,SPY,-1.0,0.595,option,2023-08-25,422.0,2023-09-08,put,0.1073261671669723
204,SPY,-2.113092461476096,439.9700012207031,stock,2023-08-25,,,,
205,SPY,-1.0,2.13,option,2023-08-25,422.0,2023-09-22,put,0.1073261671669723
206,SPY,-7.087246545318648,439.9700012207031,stock,2023-08-25,,,,
207,SPY,-234.66268383529786,439.9700012207031,stock,2023-08-28,,,,
208,SPY,238.97405231510157,442.760009765625,stock,2023-08-29,,,,
209,SPY,-238.54616663846065,449.1600036621094,stock,2023-08-30,,,,
210,SPY,238.548798322472,451.010009765625,stock,2023-08-31,,,,
211,SPY,-238.39198834967578,450.3500061035156,stock,2023-09-01,,,,
212,SPY,-1.0,0.435,option,2023-09-01,433.0,2023-09-15,put,0.11636454687417715
213,SPY,-3.210396973280627,451.19000244140625,stock,2023-09-01,,,,
214,SPY,243.28651521511975,451.19000244140625,stock,2023-09-04,,,,
215,SPY,-243.97560828543735,451.19000244140625,stock,2023-09-05,,,,
216,SPY,241.83078891775557,449.239990234375,stock,2023-09-06,,,,
217,SPY,-242.73150849760395,446.2200012207031,stock,2023-09-07,,,,
218,SPY,244.66402973408552,444.8500061035156,stock,2023-09-08,,,,
219,SPY,-1.0,0.625,option,2023-09-08,428.0,2023-09-22,put,0.11621668059133611
220,SPY,-3.532486213151942,445.5199890136719,stock,2023-09-08,,,,
221,SPY,-1.0,1.605,option,2023-09-08,428.0,2023-10-06,put,0.11621668059133611
222,SPY,-9.507558186073762,445.5199890136719,stock,2023-09-08,,,,
223,SPY,-220.7127117998154,445.5199890136719,stock,2023-09-11,,,,
224,SPY,218.39426112074918,448.45001220703125,stock,2023-09-12,,,,
225,SPY,-216.8609515741798,445.989990234375,stock,2023-09-13,,,,
226,SPY,220.5019796177295,446.510009765625,stock,2023-09-14,,,,
227,SPY,-227.03686085049296,450.3599853515625,stock,2023-09-15,,,,
228,SPY,-1.0,0.515,option,2023-09-15,426.0,2023-09-29,put,0.1102123868815746
229,SPY,-2.8855955661841626,443.3699951171875,stock,2023-09-15,,,,
230,SPY,234.15446925936936,443.3699951171875,stock,2023-09-18,,,,
231,SPY,-234.73418484579588,443.6300048828125,stock,2023-09-19,,,,
232,SPY,226.23221336802038,442.7099914550781,stock,2023-09-20,,,,
233,SPY,-271.11357806171554,438.6400146484375,stock,2023-09-21,,,,
234,SPY,274.169008936879,431.3900146484375,stock,2023-09-22,,,,
235,SPY,-1.0,1.145,option,2023-09-22,414.0,2023-10-06,put,0.12601681437028517
236,SPY,-5.267916709208986,430.4200134277344,stock,2023-09-22,,,,
237,SPY,-1.0,2.21,option,2023-09-22,413.0,2023-10-20,put,0.12601681437028517
238,SPY,-10.654903187147779,430.4200134277344,stock,2023-09-22,,,,
239,SPY,-229.52991840906046,430.4200134277344,stock,2023-09-25,,,,
240,SPY,148.06093365414435,432.2300109863281,stock,2023-09-26,,,,
241,SPY,-144.71411356229117,425.8800048828125,stock,2023-09-27,,,,
242,SPY,197.98646372982586,426.04998779296875,stock,2023-09-28,,,,
243,SPY,-190.39165434355772,428.5199890136719,stock,2023-09-29,,,,
244,SPY,-1.0,0.975,option,2023-09-29,410.0,2023-10-13,put,0.12677385042798503
245,SPY,-4.227509610439895,427.4800109863281,stock,2023-09-29,,,,
246,SPY,196.7312702856907,427.4800109863281,stock,2023-10-02,,,,
247,SPY,-255.32869686273693,427.30999755859375,stock,2023-10-03,,,,
248,SPY,282.7384329860772,421.5899963378906,stock,2023-10-04,,,,
249,SPY,-291.4186224349115,424.6600036621094,stock,2023-10-05,,,,
250,SPY,391.9695373981897,424.5,stock,2023-10-06,,,,
251,SPY,-1.0,0.79,option,2023-10-06,412.0,2023-10-20,put,0.12155346334272348
252,SPY,-3.629205648374534,429.5400085449219,stock,2023-10-06,,,,
253,SPY,-1.0,2.16,option,2023-10-06,412.0,2023-11-03,put,0.12155346334272348
254,SPY,-9.666891489697383,429.5400085449219,stock,2023-10-06,,,,
255,SPY,-367.89179253101895,429.5400085449219,stock,2023-10-09,,,,
256,SPY,371.0988686525575,432.2900085449219,stock,2023-10-10,,,,
257,SPY,-369.4467083173256,434.5400085449219,stock,2023-10-11,,,,
258,SPY,368.1895929815348,436.32000732421875,stock,2023-10-12,,,,
259,SPY,-369.5067756499917,433.6600036621094,stock,2023-10-13,,,,
260,SPY,-1.0,1.255,option,2023-10-13,414.0,2023-10-27,put,0.11878780900118259
261,SPY,-3.4059007530266916,431.5,stock,2023-10-13,,,,
262,SPY,379.6476637171233,431.5,stock,2023-10-16,,,,
263,SPY,-379.3281422647951,436.0400085449219,stock,2023-10-17,,,,
264,SPY,375.6364504489667,436.0199890136719,stock,2023-10-18,,,,
265,SPY,-381.1045793274905,430.2099914550781,stock,2023-10-19,,,,
266,SPY,363.25891807373387,426.42999267578125,stock,2023-10-20,,,,
267,SPY,-1.0,1.6749999999999998,option,2023-10-20,404.0,2023-11-03,put,0.1295135528257161
268,SPY,-4.592527646406685,421.19000244140625,stock,2023-10-20,,,,
269,SPY,-1.0,3.5149999999999997,option,2023-10-20,404.0,2023-11-17,put,0.1295135528257161
270,SPY,-11.079061495975973,421.19000244140625,stock,2023-10-20,,,,
271,SPY,-340.6324332032701,421.19000244140625,stock,2023-10-23,,,,
272,SPY,362.1063108090175,420.4599914550781,stock,2023-10-24,,,,
273,SPY,-401.14383390060493,423.6300048828125,stock,2023-10-25,,,,
274,SPY,307.1571768225972,417.54998779296875,stock,2023-10-26,,,,
275,SPY,-255.64531776045658,412.54998779296875,stock,2023-10-27,,,,
276,SPY,-1.0,1.62,option,2023-10-27,394.0,2023-11-10,put,0.1316010159853237
277,SPY,-4.932859481018326,410.67999267578125,stock,2023-10-27,,,,
278,SPY,323.38749149536034,410.67999267578125,stock,2023-10-30,,,,
279,SPY,-301.49916945730257,415.5899963378906,stock,2023-10-31,,,,
280,SPY,314.87745050540303,418.20001220703125,stock,2023-11-01,,,,
281,SPY,-311.3237471719116,422.6600036621094,stock,2023-11-02,,,,
282,SPY,311.73595088501884,430.760009765625,stock,2023-11-03,,,,
283,SPY,1.0,0.215,option,2023-11-03,452.0,2023-11-17,call,0.14710615937036328
284,SPY,-9.436408364333,434.69000244140625,stock,2023-11-03,,,,
285,SPY,-1.0,0.605,option,2023-11-03,417.0,2023-11-17,put,0.14710615937036328
286,SPY,-6.9021905741986185,434.69000244140625,stock,2023-11-03,,,,
287,SPY,-291.2263613945877,434.69000244140625,stock,2023-11-06,,,,
288,SPY,291.87045446801335,435.69000244140625,stock,2023-11-07,,,,
289,SPY,-290.4619487397065,436.92999267578125,stock,2023-11-08,,,,
290,SPY,294.2746502755361,437.25,stock,2023-11-09,,,,
291,SPY,-299.75368495125144,433.8399963378906,stock,2023-11-10,,,,
292,SPY,1.0,0.725,option,2023-11-10,458.0,2023-12-08,call,0.14320114073099413
293,SPY,-17.94533599622702,440.6099853515625,stock,2023-11-10,,,,
294,SPY,325.57345910310124,440.6099853515625,stock,2023-11-13,,,,
295,SPY,-367.07755236506034,440.19000244140625,stock,2023-11-14,,,,
296,SPY,363.14532414891477,448.7300109863281,stock,2023-11-15,,,,
297,SPY,-362.2488495758215,449.67999267578125,stock,2023-11-16,,,,
298,SPY,392.73588977864495,450.2300109863281,stock,2023-11-17,,,,
299,SPY,1.0,0.605,option,2023-11-17,469.0,2023-12-15,call,0.14854394676493723
300,SPY,-18.2817243220592,450.7900085449219,stock,2023-11-17,,,,
301,SPY,1.0,0.685,option,2023-11-17,460.0,2023-12-01,call,0.14854394676493723
302,SPY,-25.646228826051825,450.7900085449219,stock,2023-11-17,,,,
303,SPY,1.0,0.9299999999999999,option,2023-11-17,442.0,2023-12-01,put,0.14854394676493723
304,SPY,23.64419849392192,450.7900085449219,stock,2023-11-17,,,,
305,SPY,-404.799384604073,450.7900085449219,stock,2023-11-20,,,,
306,SPY,415.23937044806337,454.260009765625,stock,2023-11-21,,,,
307,SPY,-431.0735219780757,453.2699890136719,stock,2023-11-22,,,,
308,SPY,430.51093951749556,455.0199890136719,stock,2023-11-24,,,,
309,SPY,-416.053613172275,455.29998779296875,stock,2023-11-27,,,,
310,SPY,414.85528058048374,454.4800109863281,stock,2023-11-28,,,,
311,SPY,-405.6571647102488,454.92999267578125,stock,2023-11-29,,,,
312,SPY,395.0083259262614,454.6099853515625,stock,2023-11-30,,,,
313,SPY,-395.1559129303264,456.3999938964844,stock,2023-12-01,,,,
314,SPY,-1.0,0.535,option,2023-12-01,441.0,2023-12-15,put,0.13265736622304378
315,SPY,-5.583643724417087,459.1000061035156,stock,2023-12-01,,,,
316,SPY,1.0,0.495,option,2023-12-01,477.0,2023-12-29,call,0.13265736622304378
317,SPY,-16.332864827308942,459.1000061035156,stock,2023-12-01,,,,
318,SPY,442.46412214904836,459.1000061035156,stock,2023-12-04,,,,
319,SPY,-437.6153856880672,456.69000244140625,stock,2023-12-05,,,,
320,SPY,460.1312506682219,456.6000061035156,stock,2023-12-06,,,,
321,SPY,-492.9206517255739,454.760009765625,stock,2023-12-07,,,,
322,SPY,542.0732484385869,458.2300109863281,stock,2023-12-08,,,,
323,SPY,-1.0,0.445,option,2023-12-08,442.0,2023-12-22,put,0.10834733370279347
324,SPY,-2.5685131245478887,460.20001220703125,stock,2023-12-08,,,,
325,SPY,-535.9808504444984,460.20001220703125,stock,2023-12-11,,,,
326,SPY,528.0735208477167,461.989990234375,stock,2023-12-12,,,,
327,SPY,-582.5243234839613,464.1000061035156,stock,2023-12-13,,,,
328,SPY,561.3145150920494,470.5,stock,2023-12-14,,,,
329,SPY,-472.60396471417175,472.010009765625,stock,2023-12-15,,,,
330,SPY,-1.0,0.275,option,2023-12-15,451.0,2023-12-29,put,0.09364384909646419
331,SPY,-1.30996471143916,469.3299865722656,stock,2023-12-15,,,,
332,SPY,-1.0,0.915,option,2023-12-15,451.0,2024-01-12,put,0.09364384909646419
333,SPY,-5.390307189903676,469.3299865722656,stock,2023-12-15,,,,
334,SPY,478.1059777289703,469.3299865722656,stock,2023-12-18,,,,
335,SPY,-486.4471810160855,471.9700012207031,stock,2023-12-19,,,,
336,SPY,507.2089718083122,474.8399963378906,stock,2023-12-20,,,,
337,SPY,-518.2101294827893,468.260009765625,stock,2023-12-21,,,,
338,SPY,515.9138682770094,472.70001220703125,stock,2023-12-22,,,,
339,SPY,-1.0,0.405,option,2023-12-22,455.0,2024-01-05,put,0.10545817308379693
340,SPY,-2.3160401361155936,473.6499938964844,stock,2023-12-22,,,,
341,SPY,-506.86745613108195,473.6499938964844,stock,2023-12-25,,,,
342,SPY,497.88983612347874,473.6499938964844,stock,2023-12-26,,,,
343,SPY,-502.43283708607015,475.6499938964844,stock,2023-12-27,,,,
344,SPY,502.53611479162373,476.510009765625,stock,2023-12-28,,,,
345,SPY,-455.33458626234994,476.69000244140625,stock,2023-12-29,,,,
346,SPY,-1.0,0.315,option,2023-12-29,456.0,2024-01-12,put,0.08394552814261655
347,SPY,-0.4974777573496181,475.30999755859375,stock,2023-12-29,,,,
348,SPY,-1.0,0.99,option,2023-12-29,456.0,2024-01-26,put,0.08394552814261655
349,SPY,-3.1341797339909605,475.30999755859375,stock,2023-12-29,,,,
350,SPY,460.6826020542898,475.30999755859375,stock,2024-01-01,,,,
351,SPY,-462.2804527932972,475.30999755859375,stock,2024-01-02,,,,
352,SPY,457.39434532687653,472.6499938964844,stock,2024-01-03,,,,
353,SPY,-459.964685399824,468.7900085449219,stock,2024-01-04,,,,
354,SPY,462.49171902108026,467.2799987792969,stock,2024-01-05,,,,
355,SPY,-1.0,0.355,option,2024-01-05,449.0,2024-01-19,put,0.09096029598791483
356,SPY,-0.8920648856886482,467.9200134277344,stock,2024-01-05,,,,
357,SPY,-453.122479126102,467.9200134277344,stock,2024-01-08,,,,
358,SPY,453.0501793111721,474.6000061035156,stock,2024-01-09,,,,
359,SPY,-452.2731710354817,473.8800048828125,stock,2024-01-10,,,,
360,SPY,452.3316884089803,476.55999755859375,stock,2024-01-11,,,,
361,SPY,-452.2195513485822,476.3500061035156,stock,2024-01-12,,,,
362,SPY,-1.0,0.325,option,2024-01-12,457.5,2024-01-26,put,0.0991894642474742
363,SPY,-1.5258912619603215,476.67999267578125,stock,2024-01-12,,,,
